name,price,first_name,last_name,above_100
Christine Farmer,149.52,Christine,Farmer,True
Pam Martinez,31.57,Pam,Martinez,False
Lisa Thompson,286.89,Lisa,Thompson,True
John Bennett,87.69,John,Bennett,False
Ronald Dixon,188.63,Ronald,Dixon,True
Paul Peterson,294.49,Paul,Peterson,True
Carrie Jones,0.75,Carrie,Jones,False
Tiffany Carrillo,141.16,Tiffany,Carrillo,True
Katie Hanna,44.06,Katie,Hanna,False
Seth Villanueva,58.95,Seth,Villanueva,False
Donna Lewis,136.06,Donna,Lewis,True
Tina Hunter,191.82,Tina,Hunter,True
Sheri Beck,177.53,Sheri,Beck,True
Kristen Hall,118.25,Kristen,Hall,True
Douglas Morgan,104.66,Douglas,Morgan,True
Zachary Miller,219.62,Zachary,Miller,True
Teresa Collins,125.31,Teresa,Collins,True
Devon Roberts,257.06,Devon,Roberts,True
Amy Gray,87.69,Amy,Gray,False
Tracy Wagner,80.41,Tracy,Wagner,False
Eric West,220.82,Eric,West,True
Denise Harper,239.36,Denise,Harper,True
Brianna Richards,145.79,Brianna,Richards,True
Shirley Garcia,105.53,Shirley,Garcia,True
James Byrd,233.92,James,Byrd,True
Krista Mata,41.27,Krista,Mata,False
Vernon Gomez,198.38,Vernon,Gomez,True
John Gilbert,29.87,John,Gilbert,False
Alicia Medina,157.78,Alicia,Medina,True
Vanessa Campbell,48.41,Vanessa,Campbell,False
Pamela Berg,200.26,Pamela,Berg,True
Michael Reilly,40.38,Michael,Reilly,False
Thomas Austin,206.56,Thomas,Austin,True
Alejandra Martinez,299.6,Alejandra,Martinez,True
Lindsey Powers,144.74,Lindsey,Powers,True
Jacqueline Sawyer,279.93,Jacqueline,Sawyer,True
Nancy Wilkins,94.52,Nancy,Wilkins,False
Shane White,219.88,Shane,White,True
Daniel Rivas,130.13,Daniel,Rivas,True
Andrew Medina,223.17,Andrew,Medina,True
Donald Carson,176.63,Donald,Carson,True
Jason Hamilton,223.81,Jason,Hamilton,True
Mark Perez,32.23,Mark,Perez,False
Christina Mann,49.63,Christina,Mann,False
Matthew Miller,215.43,Matthew,Miller,True
Nicholas Mccarthy,53.43,Nicholas,Mccarthy,False
John Barnett,105.21,John,Barnett,True
Paige Hudson,46.08,Paige,Hudson,False
Dr. Edward Marshall MD,248.29,Dr.,Edward,True
Gina Higgins,41.63,Gina,Higgins,False
Linda Ellis,239.18,Linda,Ellis,True
Daniel Wade,8.81,Daniel,Wade,False
Jessica Weiss,2.39,Jessica,Weiss,False
Erik Aguilar,148.07,Erik,Aguilar,True
Mr. Gregg Baker,161.51,Mr.,Gregg,True
Bradley Compton,109.18,Bradley,Compton,True
Timothy Sanders,99.61,Timothy,Sanders,False
Steve Mccall,256.1,Steve,Mccall,True
Thomas Hull,47.49,Thomas,Hull,False
Carla Cunningham,25.43,Carla,Cunningham,False
Rachel Sullivan,36.81,Rachel,Sullivan,False
Latoya Little,57.42,Latoya,Little,False
Sarah Harvey,158.71,Sarah,Harvey,True
Kayla Wright,83.15,Kayla,Wright,False
Andrew Tanner,220.53,Andrew,Tanner,True
Aaron Hansen,258.86,Aaron,Hansen,True
Hunter Atkinson,209.46,Hunter,Atkinson,True
Richard Williams,186.81,Richard,Williams,True
Frank Martinez,200.22,Frank,Martinez,True
Timothy Burns,41.19,Timothy,Burns,False
Melissa Ortiz,279.01,Melissa,Ortiz,True
Henry White DDS,199.25,Henry,White,True
Amanda Mccoy,114.36,Amanda,Mccoy,True
Pamela Cox,262.04,Pamela,Cox,True
Linda Ray,250.8,Linda,Ray,True
Brooke Hernandez,52.94,Brooke,Hernandez,False
Lisa Livingston,142.73,Lisa,Livingston,True
Eugene Mason,222.91,Eugene,Mason,True
Stephen Reid,34.17,Stephen,Reid,False
Kevin Landry,193.61,Kevin,Landry,True
Jamie Porter,258.22,Jamie,Porter,True
Daniel Cunningham,179.37,Daniel,Cunningham,True
Victor Marsh,219.98,Victor,Marsh,True
Mr. Ryan Rodriguez,71.21,Mr.,Ryan,False
Brittany Bradley,246.94,Brittany,Bradley,True
Amy Wallace,98.62,Amy,Wallace,False
Alex Smith,196.55,Alex,Smith,True
Timothy King,28.04,Timothy,King,False
Charles Jennings,79.81,Charles,Jennings,False
Jessica Vargas,21.42,Jessica,Vargas,False
Jacqueline Briggs,18.13,Jacqueline,Briggs,False
Laurie Gonzales,195.18,Laurie,Gonzales,True
Olivia Clark,107.63,Olivia,Clark,True
Donald Molina,12.9,Donald,Molina,False
Ricky Allen,257.98,Ricky,Allen,True
Catherine Rodriguez,185.25,Catherine,Rodriguez,True
Mr. Daniel Torres,59.36,Mr.,Daniel,False
David Shepherd,146.5,David,Shepherd,True
Jonathan Hansen,65.38,Jonathan,Hansen,False
Benjamin Griffin,262.11,Benjamin,Griffin,True
Tracey Hess,102.86,Tracey,Hess,True
Victoria Walker,283.15,Victoria,Walker,True
Cathy Carney,266.44,Cathy,Carney,True
John Gibbs,218.53,John,Gibbs,True
Angela Torres,198.89,Angela,Torres,True
Harold Glover,164.16,Harold,Glover,True
Dawn Myers,126.86,Dawn,Myers,True
Ashley Spencer,199.29,Ashley,Spencer,True
Mary Walters,134.09,Mary,Walters,True
Christina Davenport,140.08,Christina,Davenport,True
Brian Johnson,106.23,Brian,Johnson,True
Crystal Contreras,209.89,Crystal,Contreras,True
Tanya Turner,232.36,Tanya,Turner,True
Katelyn Durham,34.87,Katelyn,Durham,False
Nathaniel Wilson,233.23,Nathaniel,Wilson,True
Joseph Long,76.07,Joseph,Long,False
Mallory Hall,293.54,Mallory,Hall,True
Bianca Chavez,244.54,Bianca,Chavez,True
Victoria Strickland,226.79,Victoria,Strickland,True
Scott Jackson,44.26,Scott,Jackson,False
Patrick Smith,186.58,Patrick,Smith,True
Samuel West,239.88,Samuel,West,True
Dr. Brian Baker,225.97,Dr.,Brian,True
Haley Baldwin,168.19,Haley,Baldwin,True
Joanna Fernandez,40.51,Joanna,Fernandez,False
Jeffrey Berg,36.86,Jeffrey,Berg,False
Alexander Wilson,255.15,Alexander,Wilson,True
David Fuller,263.55,David,Fuller,True
Laura Kramer,178.29,Laura,Kramer,True
Melinda Lambert,113.7,Melinda,Lambert,True
April Cole,157.76,April,Cole,True
Jill Thornton,167.47,Jill,Thornton,True
Holly Riley,204.63,Holly,Riley,True
Beth Kim,11.01,Beth,Kim,False
Kelly Thomas,251.96,Kelly,Thomas,True
Teresa James,119.06,Teresa,James,True
Jasmine Johnson,168.54,Jasmine,Johnson,True
Brian Wood,249.08,Brian,Wood,True
Deborah Estes,181.12,Deborah,Estes,True
Jeremy Knight,267.91,Jeremy,Knight,True
Abigail Mccoy,71.79,Abigail,Mccoy,False
Chad Sellers,114.27,Chad,Sellers,True
James Terry,280.16,James,Terry,True
Rachael Watson,46.35,Rachael,Watson,False
Jeffrey Poole,61.76,Jeffrey,Poole,False
Matthew Salazar,99.92,Matthew,Salazar,False
Christopher Small,94.26,Christopher,Small,False
Noah Smith,239.63,Noah,Smith,True
Steven Mack,39.01,Steven,Mack,False
Casey Castillo,272.14,Casey,Castillo,True
Rachel Poole,283.78,Rachel,Poole,True
Karen Sutton,140.55,Karen,Sutton,True
John Martinez,289.26,John,Martinez,True
Michele Harrington,4.0,Michele,Harrington,False
Cheyenne Brown,253.11,Cheyenne,Brown,True
David Turner,121.42,David,Turner,True
Brian Carter,78.81,Brian,Carter,False
Sheena Ward,292.82,Sheena,Ward,True
Anthony Carson,218.77,Anthony,Carson,True
Janet Zavala,17.08,Janet,Zavala,False
Cynthia Smith,8.75,Cynthia,Smith,False
Carla Cannon,288.19,Carla,Cannon,True
Lacey Lopez,278.17,Lacey,Lopez,True
Amy Copeland,269.01,Amy,Copeland,True
Kristin Jacobs,11.69,Kristin,Jacobs,False
Antonio Ferguson,297.33,Antonio,Ferguson,True
Isabella Bush DDS,264.98,Isabella,Bush,True
James Davidson,264.82,James,Davidson,True
Holly Mendoza,54.45,Holly,Mendoza,False
Jordan Lopez,66.65,Jordan,Lopez,False
Antonio Ryan,95.59,Antonio,Ryan,False
Raymond Ware,232.51,Raymond,Ware,True
Alexander Stafford,201.51,Alexander,Stafford,True
Kevin Clayton,73.99,Kevin,Clayton,False
Kristen Rice,160.95,Kristen,Rice,True
Joseph Moore,123.34,Joseph,Moore,True
Bryan Riley,103.93,Bryan,Riley,True
Diana Flores,143.14,Diana,Flores,True
Kathryn Lawrence MD,78.31,Kathryn,Lawrence,False
Deanna Smith,249.6,Deanna,Smith,True
Nancy Miller,3.87,Nancy,Miller,False
David Horton,34.62,David,Horton,False
Zachary Esparza,71.18,Zachary,Esparza,False
Victoria Moreno,255.71,Victoria,Moreno,True
Douglas Skinner,275.56,Douglas,Skinner,True
Timothy Spencer,115.22,Timothy,Spencer,True
Daniel Oconnor,210.48,Daniel,Oconnor,True
Ryan Fitzgerald,158.77,Ryan,Fitzgerald,True
Natalie Martinez,136.08,Natalie,Martinez,True
Joyce Hayes,9.32,Joyce,Hayes,False
Amber Morris,89.46,Amber,Morris,False
Tiffany Jackson,33.51,Tiffany,Jackson,False
Tiffany Vasquez,253.2,Tiffany,Vasquez,True
John Douglas,166.3,John,Douglas,True
William Reed,215.31,William,Reed,True
Nicole James,141.19,Nicole,James,True
Mrs. Danielle Miller,141.05,Mrs.,Danielle,True
Sarah Miller,22.38,Sarah,Miller,False
John Morrison,252.17,John,Morrison,True
Sarah Coleman,137.22,Sarah,Coleman,True
Daniel Smith,50.0,Daniel,Smith,False
Kurt Butler,93.25,Kurt,Butler,False
Cody Becker,248.43,Cody,Becker,True
Miss Molly Miller,210.4,Miss,Molly,True
Craig Bailey,102.14,Craig,Bailey,True
Derrick Campbell,159.4,Derrick,Campbell,True
Jennifer Ibarra,169.32,Jennifer,Ibarra,True
Timothy Black,160.42,Timothy,Black,True
Shawn Blanchard,159.56,Shawn,Blanchard,True
Brian Johnson,95.74,Brian,Johnson,False
Patricia Gray,122.9,Patricia,Gray,True
James White,124.18,James,White,True
William Smith,115.48,William,Smith,True
Mrs. Hannah Cummings,206.38,Mrs.,Hannah,True
Philip Mills,149.77,Philip,Mills,True
Emily Berry,194.85,Emily,Berry,True
Casey Coffey,173.05,Casey,Coffey,True
Regina Johnson,1.37,Regina,Johnson,False
Steven Waters,159.1,Steven,Waters,True
Joshua Gonzalez,193.45,Joshua,Gonzalez,True
Kimberly Green,240.82,Kimberly,Green,True
Thomas Nelson DDS,188.22,Thomas,Nelson,True
Robert Rivera DVM,252.71,Robert,Rivera,True
Miss Michelle Lewis,219.53,Miss,Michelle,True
Linda Barajas,126.67,Linda,Barajas,True
Amber Jensen,87.74,Amber,Jensen,False
John Owens,240.67,John,Owens,True
Elizabeth Benitez,22.98,Elizabeth,Benitez,False
Sarah Smith,54.02,Sarah,Smith,False
Jonathan Hernandez,113.64,Jonathan,Hernandez,True
Benjamin Stevens,241.96,Benjamin,Stevens,True
Isaac Roth,64.0,Isaac,Roth,False
Lauren Smith,191.04,Lauren,Smith,True
Nicole Duffy MD,169.92,Nicole,Duffy,True
Emily Vega,102.18,Emily,Vega,True
Jesse Stone,99.13,Jesse,Stone,False
Nancy Lucas,277.22,Nancy,Lucas,True
Thomas Horne,285.55,Thomas,Horne,True
Jo Humphrey,280.77,Jo,Humphrey,True
Nicholas Marquez,247.28,Nicholas,Marquez,True
Cathy Todd,23.33,Cathy,Todd,False
Vicki Harmon,155.36,Vicki,Harmon,True
Brent Lloyd,74.13,Brent,Lloyd,False
Jonathan Hill,64.19,Jonathan,Hill,False
Timothy Kelly,106.25,Timothy,Kelly,True
Donna Martinez,26.69,Donna,Martinez,False
Tammy Miles,134.75,Tammy,Miles,True
Stephen Fields,270.26,Stephen,Fields,True
Paige Kemp,132.69,Paige,Kemp,True
Hannah Myers,97.02,Hannah,Myers,False
Tanya Garcia,65.8,Tanya,Garcia,False
Elizabeth Moody,224.69,Elizabeth,Moody,True
Christina Murray,178.8,Christina,Murray,True
Emma Berry,265.29,Emma,Berry,True
Rebecca Santos,40.21,Rebecca,Santos,False
Tammy Williams,113.83,Tammy,Williams,True
Lauren Zimmerman DDS,24.1,Lauren,Zimmerman,False
Amy Reed,291.72,Amy,Reed,True
Peter Holland,39.11,Peter,Holland,False
Stephen Martinez,6.0,Stephen,Martinez,False
Evan Martinez,71.84,Evan,Martinez,False
Stephanie Smith,184.31,Stephanie,Smith,True
Robert Schultz,79.44,Robert,Schultz,False
Steven Price,249.51,Steven,Price,True
William Park,150.56,William,Park,True
Cole Butler,257.93,Cole,Butler,True
Jessica Prince,199.1,Jessica,Prince,True
Brian Smith,269.73,Brian,Smith,True
Mark Ortiz,64.53,Mark,Ortiz,False
Shane Garcia,232.92,Shane,Garcia,True
Tammy Lowe,163.5,Tammy,Lowe,True
Bonnie Parsons,120.82,Bonnie,Parsons,True
Christopher Gross,190.49,Christopher,Gross,True
Jason Hawkins,281.2,Jason,Hawkins,True
Diane Lee,190.39,Diane,Lee,True
Jeffrey Rodriguez,171.71,Jeffrey,Rodriguez,True
Destiny Thompson,69.95,Destiny,Thompson,False
Carol Johnston,20.23,Carol,Johnston,False
Catherine Cline,196.0,Catherine,Cline,True
Joseph Bond,213.45,Joseph,Bond,True
Whitney Russell,93.71,Whitney,Russell,False
Joseph Brown,177.54,Joseph,Brown,True
Andrea Cherry,218.94,Andrea,Cherry,True
Ronnie James,11.3,Ronnie,James,False
Jesse Wagner,105.04,Jesse,Wagner,True
Jennifer Johnson,25.25,Jennifer,Johnson,False
Christina Miller,23.52,Christina,Miller,False
Amy Collins,216.31,Amy,Collins,True
Nathaniel Curtis,180.01,Nathaniel,Curtis,True
Joann Patel,226.89,Joann,Patel,True
Daniel Gonzalez,296.96,Daniel,Gonzalez,True
Donna Harris,112.15,Donna,Harris,True
Patricia Gomez,61.98,Patricia,Gomez,False
Christopher Douglas,108.57,Christopher,Douglas,True
Thomas Glover,192.67,Thomas,Glover,True
Ryan Fischer,176.88,Ryan,Fischer,True
Briana Turner,78.0,Briana,Turner,False
Patrick Williams,205.53,Patrick,Williams,True
Kathryn Morris,258.34,Kathryn,Morris,True
Jonathan Henry,216.62,Jonathan,Henry,True
Jonathan Navarro,207.51,Jonathan,Navarro,True
Steven Ryan,98.03,Steven,Ryan,False
Matthew Rodriguez,194.16,Matthew,Rodriguez,True
Laurie Stewart,243.66,Laurie,Stewart,True
Joseph Ramirez,208.54,Joseph,Ramirez,True
Eric Harris,215.3,Eric,Harris,True
Amy Townsend,89.62,Amy,Townsend,False
Jeffrey Gutierrez,91.69,Jeffrey,Gutierrez,False
Kenneth Zimmerman,227.65,Kenneth,Zimmerman,True
Jonathan Guerrero,20.03,Jonathan,Guerrero,False
James Thomas,81.78,James,Thomas,False
James Bradshaw,233.69,James,Bradshaw,True
Edgar Moreno,279.09,Edgar,Moreno,True
Margaret Roberts,119.9,Margaret,Roberts,True
Mary Gonzales,5.04,Mary,Gonzales,False
Deborah Ortiz,251.12,Deborah,Ortiz,True
Jesse Thomas,23.19,Jesse,Thomas,False
Taylor Torres,114.31,Taylor,Torres,True
Jennifer Sampson,134.96,Jennifer,Sampson,True
Jennifer Shaffer,139.33,Jennifer,Shaffer,True
Melanie Griffith,97.99,Melanie,Griffith,False
Michelle May,151.01,Michelle,May,True
Lori Morales,15.94,Lori,Morales,False
Alexandra Shelton,205.17,Alexandra,Shelton,True
Carl Gonzalez,161.53,Carl,Gonzalez,True
Maria Miller,241.29,Maria,Miller,True
Chad Kelly,273.32,Chad,Kelly,True
Eileen Davis,56.0,Eileen,Davis,False
Jacob White,176.38,Jacob,White,True
Tony Howard,56.3,Tony,Howard,False
Randy Franklin,10.7,Randy,Franklin,False
Taylor Davidson,164.23,Taylor,Davidson,True
Nicole Rivas,283.34,Nicole,Rivas,True
Daniel Martinez,82.43,Daniel,Martinez,False
Theresa Potter,63.49,Theresa,Potter,False
William Kerr,193.15,William,Kerr,True
Erin Anderson,145.16,Erin,Anderson,True
Carlos Sawyer,91.16,Carlos,Sawyer,False
Steven Reyes,90.51,Steven,Reyes,False
Robert Johnson,151.34,Robert,Johnson,True
John Kelley,264.14,John,Kelley,True
Melissa Franklin,154.56,Melissa,Franklin,True
Travis Davis,288.22,Travis,Davis,True
Adam Bailey,42.66,Adam,Bailey,False
Crystal Peterson,171.65,Crystal,Peterson,True
David Anderson,131.24,David,Anderson,True
David Allen III,100.87,David,Allen,True
Jose Mitchell,219.37,Jose,Mitchell,True
Harry Miller,258.86,Harry,Miller,True
Jay Smith,174.54,Jay,Smith,True
David Spence,39.44,David,Spence,False
Alicia Young,49.05,Alicia,Young,False
Gregory Cooper,84.88,Gregory,Cooper,False
Michelle Brown,299.67,Michelle,Brown,True
Melissa Johnson,54.78,Melissa,Johnson,False
Robert Hunter,233.21,Robert,Hunter,True
Ellen Montes,114.66,Ellen,Montes,True
Madeline Terry,143.07,Madeline,Terry,True
Gregory Mclean,100.14,Gregory,Mclean,True
Rebekah Fischer,35.84,Rebekah,Fischer,False
Wendy Sexton,104.25,Wendy,Sexton,True
Angela Spencer,130.04,Angela,Spencer,True
Brent Richards,287.85,Brent,Richards,True
Christina Price,220.47,Christina,Price,True
Christopher Kim,268.09,Christopher,Kim,True
Kristie White,3.73,Kristie,White,False
Eric Anderson,151.17,Eric,Anderson,True
Patrick Moran,202.94,Patrick,Moran,True
Kimberly Dillon,148.76,Kimberly,Dillon,True
Michael Morris,186.27,Michael,Morris,True
Stephanie Garcia,135.34,Stephanie,Garcia,True
Amber Randall,161.79,Amber,Randall,True
Matthew Morris,177.47,Matthew,Morris,True
Brandon Henry,189.26,Brandon,Henry,True
Elizabeth Jones,1.72,Elizabeth,Jones,False
Manuel Reyes,56.11,Manuel,Reyes,False
Cindy Blackburn,277.31,Cindy,Blackburn,True
Mindy Valentine,296.04,Mindy,Valentine,True
Mary Stevenson,54.15,Mary,Stevenson,False
Emma Beltran,280.61,Emma,Beltran,True
Matthew Jacobson,234.48,Matthew,Jacobson,True
Paul Phillips,52.39,Paul,Phillips,False
James Porter,167.69,James,Porter,True
David Harrison,216.56,David,Harrison,True
Tara Davidson,177.6,Tara,Davidson,True
Donna Kelly,235.96,Donna,Kelly,True
Renee Mayer,29.66,Renee,Mayer,False
Victor Davis,292.35,Victor,Davis,True
Marc Abbott,144.04,Marc,Abbott,True
Kevin Flores,2.05,Kevin,Flores,False
Sarah Mayo,243.16,Sarah,Mayo,True
Anthony Morgan,74.42,Anthony,Morgan,False
Sarah Wong,22.84,Sarah,Wong,False
Tanya Martinez,226.35,Tanya,Martinez,True
Jacob Lewis,177.83,Jacob,Lewis,True
Valerie Spencer,110.12,Valerie,Spencer,True
Kelly Drake,223.77,Kelly,Drake,True
Zachary Foster,256.89,Zachary,Foster,True
Susan Summers,203.44,Susan,Summers,True
Stacy Jones,282.21,Stacy,Jones,True
Alicia Roberts,115.34,Alicia,Roberts,True
Charlene Patterson,231.59,Charlene,Patterson,True
Mike Hudson,90.78,Mike,Hudson,False
Nichole Murray,257.21,Nichole,Murray,True
Anthony Robinson,174.67,Anthony,Robinson,True
Andrew Sutton,55.09,Andrew,Sutton,False
John Munoz,10.76,John,Munoz,False
Antonio Gray,254.2,Antonio,Gray,True
Mallory Bright,17.36,Mallory,Bright,False
Zachary Johnson,164.01,Zachary,Johnson,True
Scott Zimmerman,210.84,Scott,Zimmerman,True
Nicolas Myers,191.57,Nicolas,Myers,True
Dakota Silva,0.2,Dakota,Silva,False
Cynthia Crawford,138.59,Cynthia,Crawford,True
Larry Smith,203.46,Larry,Smith,True
Victoria Hoover,49.77,Victoria,Hoover,False
Carl Shannon,75.01,Carl,Shannon,False
Melissa Hardy,57.47,Melissa,Hardy,False
Carolyn Smith,217.5,Carolyn,Smith,True
Austin Washington,123.74,Austin,Washington,True
Jacob Spencer MD,194.45,Jacob,Spencer,True
Earl Jackson,146.44,Earl,Jackson,True
Nicole Simmons,100.45,Nicole,Simmons,True
Phillip Hurst,70.27,Phillip,Hurst,False
Hailey Robbins,189.15,Hailey,Robbins,True
James Taylor,223.4,James,Taylor,True
Andrea Figueroa,35.46,Andrea,Figueroa,False
Cassandra Moreno,75.32,Cassandra,Moreno,False
Gregory Pacheco,30.78,Gregory,Pacheco,False
Shawn Shelton,104.02,Shawn,Shelton,True
Nicole Huerta,147.54,Nicole,Huerta,True
Matthew Hoffman,111.34,Matthew,Hoffman,True
Barbara Hudson,224.32,Barbara,Hudson,True
Sandra Francis,62.58,Sandra,Francis,False
Rebecca Ray,32.48,Rebecca,Ray,False
Tammy Simpson,221.54,Tammy,Simpson,True
Kyle Clark,223.57,Kyle,Clark,True
Sherry Peterson,9.23,Sherry,Peterson,False
Kyle Howard,22.36,Kyle,Howard,False
David Warren,23.0,David,Warren,False
Brandon Townsend,189.24,Brandon,Townsend,True
Christopher Ellis,60.92,Christopher,Ellis,False
Renee Mccall,172.0,Renee,Mccall,True
Nicole Valdez,202.11,Nicole,Valdez,True
Austin Bird,97.15,Austin,Bird,False
Matthew Oliver,190.77,Matthew,Oliver,True
Adam Morrison,122.64,Adam,Morrison,True
Kenneth Koch,223.46,Kenneth,Koch,True
Roger Maddox,192.8,Roger,Maddox,True
Michael Harris,275.1,Michael,Harris,True
Devon Levy,179.35,Devon,Levy,True
Alison Wright,67.8,Alison,Wright,False
Jennifer Jones,69.16,Jennifer,Jones,False
Alexandra Rosales,275.34,Alexandra,Rosales,True
Erika Wood,172.34,Erika,Wood,True
Kristen Dyer,143.72,Kristen,Dyer,True
Kristin Higgins,66.99,Kristin,Higgins,False
Adrian Martin,10.51,Adrian,Martin,False
Joshua Hunter,126.46,Joshua,Hunter,True
Cindy Wells,2.82,Cindy,Wells,False
Meredith Shepherd,15.39,Meredith,Shepherd,False
Paula Jackson,95.28,Paula,Jackson,False
Jacob Woodard,36.92,Jacob,Woodard,False
Michael Hill,51.0,Michael,Hill,False
Maureen Miller,143.56,Maureen,Miller,True
Pamela Brandt,117.35,Pamela,Brandt,True
Matthew Rojas Jr.,32.56,Matthew,Rojas,False
Lawrence Jordan,131.56,Lawrence,Jordan,True
Travis Coleman,267.93,Travis,Coleman,True
Tina Lopez,161.5,Tina,Lopez,True
Joseph Armstrong,197.56,Joseph,Armstrong,True
Kayla Sellers,165.07,Kayla,Sellers,True
Michael Rogers,65.75,Michael,Rogers,False
Tiffany Fitzpatrick,70.01,Tiffany,Fitzpatrick,False
Sierra Warren,82.48,Sierra,Warren,False
Patricia Martinez,21.04,Patricia,Martinez,False
Gregory Castillo,3.01,Gregory,Castillo,False
Gilbert Johnson,232.51,Gilbert,Johnson,True
Bryan Gutierrez,233.19,Bryan,Gutierrez,True
Yvonne Murphy,130.8,Yvonne,Murphy,True
Austin Patel,147.74,Austin,Patel,True
Ronald Lopez,179.12,Ronald,Lopez,True
Terry Fowler,295.92,Terry,Fowler,True
Holly Lara,181.42,Holly,Lara,True
Cody Hayden,228.63,Cody,Hayden,True
Veronica Bradford,29.71,Veronica,Bradford,False
Sylvia Moon,57.43,Sylvia,Moon,False
Sharon Young,212.15,Sharon,Young,True
Jeffery Wilson,214.13,Jeffery,Wilson,True
Tammy Cooper,215.19,Tammy,Cooper,True
Jessica Gardner,282.87,Jessica,Gardner,True
Mr. Matthew Roman,106.93,Mr.,Matthew,True
Sharon Frazier,145.38,Sharon,Frazier,True
James Gonzalez,262.39,James,Gonzalez,True
Tracy Mcmillan,53.15,Tracy,Mcmillan,False
Peter Schultz,64.91,Peter,Schultz,False
Jenna Ayala,145.5,Jenna,Ayala,True
Julie Martinez,184.9,Julie,Martinez,True
Richard Lee,202.74,Richard,Lee,True
Karen Smith MD,104.75,Karen,Smith,True
Timothy Lopez,238.72,Timothy,Lopez,True
Justin Burke,244.72,Justin,Burke,True
Karen Erickson,175.1,Karen,Erickson,True
Sarah Ramsey,39.17,Sarah,Ramsey,False
Robin Evans,25.4,Robin,Evans,False
Michael Chang,52.77,Michael,Chang,False
Melvin Butler,178.0,Melvin,Butler,True
Deborah Mcbride,193.05,Deborah,Mcbride,True
Austin Williams,123.25,Austin,Williams,True
Kenneth Dean,70.34,Kenneth,Dean,False
Joan Crawford,43.58,Joan,Crawford,False
Erin King,87.38,Erin,King,False
Mr. James Hamilton,111.33,Mr.,James,True
Deborah Hood,140.84,Deborah,Hood,True
Marcus Stout,7.83,Marcus,Stout,False
Shannon Jacobs,153.95,Shannon,Jacobs,True
Todd Harris,169.21,Todd,Harris,True
Sarah Wilson,27.95,Sarah,Wilson,False
Edward Brown,255.07,Edward,Brown,True
Calvin Jones,278.05,Calvin,Jones,True
Mr. Nicholas Fry,94.59,Mr.,Nicholas,False
Alejandro Sharp,84.93,Alejandro,Sharp,False
Debra Morgan,265.42,Debra,Morgan,True
John Kemp,242.24,John,Kemp,True
Benjamin Richardson,173.67,Benjamin,Richardson,True
Eric Cobb,81.98,Eric,Cobb,False
Joseph Daniel,58.15,Joseph,Daniel,False
William Pollard,133.1,William,Pollard,True
Aaron Pace,131.3,Aaron,Pace,True
Wendy Smith,174.35,Wendy,Smith,True
Cheyenne Hernandez,292.36,Cheyenne,Hernandez,True
Patricia Spencer,250.67,Patricia,Spencer,True
Charles Taylor PhD,20.43,Charles,Taylor,False
Stacey Clark,59.15,Stacey,Clark,False
Megan Williams,79.76,Megan,Williams,False
Robert Lee,125.18,Robert,Lee,True
Pamela Hughes,173.05,Pamela,Hughes,True
James Davis,181.86,James,Davis,True
Tami Harper,232.13,Tami,Harper,True
Thomas Avila,162.15,Thomas,Avila,True
Darius Phillips,2.78,Darius,Phillips,False
Donald Perez,260.35,Donald,Perez,True
Elizabeth Moran,75.8,Elizabeth,Moran,False
Kristina Chapman,198.88,Kristina,Chapman,True
Jimmy Morris,133.74,Jimmy,Morris,True
Julie Hobbs,248.17,Julie,Hobbs,True
Hailey Miller,212.63,Hailey,Miller,True
Robert Elliott,31.84,Robert,Elliott,False
Kathleen Franklin,267.61,Kathleen,Franklin,True
Cassandra Smith,113.73,Cassandra,Smith,True
Stacey Montoya,30.63,Stacey,Montoya,False
Lauren Romero,64.3,Lauren,Romero,False
Hector Rivera,68.21,Hector,Rivera,False
Veronica Morris,151.12,Veronica,Morris,True
Derrick Sanders,155.18,Derrick,Sanders,True
Russell Gallagher,103.88,Russell,Gallagher,True
Cody Moore,216.24,Cody,Moore,True
Robin Ramsey,158.67,Robin,Ramsey,True
Heather Shelton,205.95,Heather,Shelton,True
Lindsay Zuniga,83.86,Lindsay,Zuniga,False
Mark Wells,14.98,Mark,Wells,False
Adam Jones,5.37,Adam,Jones,False
Gerald Gonzales,40.94,Gerald,Gonzales,False
Christopher Perez,273.71,Christopher,Perez,True
Justin Thornton,4.13,Justin,Thornton,False
Miss Lauren Solis,241.17,Miss,Lauren,True
Michelle Kidd,2.74,Michelle,Kidd,False
Michael Shannon,17.0,Michael,Shannon,False
Matthew Murphy,73.03,Matthew,Murphy,False
Sheila Garcia,296.19,Sheila,Garcia,True
Rebecca Rogers,44.74,Rebecca,Rogers,False
Dana Tran,222.68,Dana,Tran,True
Elizabeth Lee,208.14,Elizabeth,Lee,True
Jessica Arroyo,44.74,Jessica,Arroyo,False
Isaac Wright,196.51,Isaac,Wright,True
Jennifer Evans,130.87,Jennifer,Evans,True
Martha Mahoney,261.99,Martha,Mahoney,True
Daniel Shelton,223.4,Daniel,Shelton,True
Jacqueline Sandoval,108.12,Jacqueline,Sandoval,True
Yvette Gonzales,240.17,Yvette,Gonzales,True
Sherry Randolph,267.36,Sherry,Randolph,True
Nicholas Vincent,267.96,Nicholas,Vincent,True
Nicole Banks,84.14,Nicole,Banks,False
Caleb Zuniga,65.37,Caleb,Zuniga,False
Kathryn Mckinney,42.28,Kathryn,Mckinney,False
Kaylee Griffin,91.72,Kaylee,Griffin,False
